Origin,Destination,Value,Zone
Sandycove and Glasthule,Dublin Heuston,D2,1
Sandycove and Glasthule,Park West and Cherry Orchard,D2,1
Sandycove and Glasthule,Clondalkin Fonthill,D2,1
Sandycove and Glasthule,Kishoge,D2,1
Sandycove and Glasthule,Adamstown,D2,1
Sandycove and Glasthule,Hazelhatch and Celbridge,D2,1
Sandycove and Glasthule,Sallins and Naas,D90,1
Sandycove and Glasthule,Newbridge,D91,3
Sandycove and Glasthule,Kildare,D92,4
Glenageary,Drogheda (MacBride),D91,3
Glenageary,Laytown,D91,3
Glenageary,Gormanston,D90,2
Glenageary,Balbriggan,D90,2
Glenageary,Skerries,D90,2
Glenageary,Rush and Lusk,D2,1
Glenageary,Donabate,D2,1
Glenageary,Malahide,D2,1
Glenageary,Portmarnock,D2,1
Glenageary,Clongriffin,D2,1
Glenageary,Howth,D2,1
Glenageary,Sutton,D2,1
Glenageary,Bayside,D2,1
Glenageary,Howth Junction and Donaghmede,D2,1
Glenageary,Kilbarrack,D2,1
Glenageary,Raheny,D2,1
Glenageary,Harmonstown,D2,1
Glenageary,Killester,D2,1
Glenageary,Clontarf Road,D2,1
Glenageary,Dublin Connolly,D2,1
Glenageary,Tara Street,D2,1
Glenageary,Dublin Pearse,D2,1
Glenageary,Grand Canal Dock,D2,1
Glenageary,Lansdowne Road,D2,1
Glenageary,Sandymount,D2,1
Glenageary,Sydney Parade,D2,1
Glenageary,Booterstown,D2,1
Glenageary,Blackrock,D2,1
Glenageary,Seapoint,D2,1
Glenageary,Salthill and Monkstown,D1,2
Glenageary,Dun Laoghaire (Mallin),D1,1
Glenageary,Sandycove and Glasthule,D1,1
Glenageary,Dalkey,D1,1
Glenageary,Killiney,D2,1
Glenageary,Shankill,D2,1
Glenageary,Bray (Daly),D2,1
Glenageary,Greystones,D14,2
Glenageary,Kilcoole,D90,2
Glenageary,Wicklow,D91,3
Glenageary,Rathdrum,D92,4
Glenageary,Docklands,D2,1
Glenageary,Drumcondra,D2,1
Glenageary,Broombridge,D2,1
Glenageary,Pelletstown,D2,1
Glenageary,Ashtown,D2,1
Glenageary,Navan Road Parkway,D2,1
Glenageary,Castleknock,D2,1
Glenageary,Coolmine,D2,1
Glenageary,Clonsilla,D2,1
Glenageary,Hansfield,D2,1
Glenageary,Dunboyne,D2,1
Glenageary,M3 Parkway,D2,1
Glenageary,Leixlip(Confey),D2,1
Glenageary,Leixlip(Louisa Bridge),D2,1
Glenageary,Maynooth,D2,1
Glenageary,Kilcock,D90,2
Glenageary,Enfield,D91,3
Glenageary,Dublin Heuston,D2,1
Glenageary,Park West and Cherry Orchard,D2,1
Glenageary,Clondalkin Fonthill,D2,1
Glenageary,Kishoge,D2,1
Glenageary,Adamstown,D2,1
Glenageary,Hazelhatch and Celbridge,D2,1
Glenageary,Sallins and Naas,D90,1
Glenageary,Newbridge,D91,3
Glenageary,Kildare,D92,4
Dalkey,Drogheda (MacBride),D91,3
Dalkey,Laytown,D91,3
Dalkey,Gormanston,D90,2
Dalkey,Balbriggan,D90,2
Dalkey,Skerries,D90,2
Dalkey,Rush and Lusk,D2,1
Dalkey,Donabate,D2,1
Dalkey,Malahide,D2,1
Dalkey,Portmarnock,D2,1
Dalkey,Clongriffin,D2,1
Dalkey,Howth,D2,1
Dalkey,Sutton,D2,1
Dalkey,Bayside,D2,1
Dalkey,Howth Junction and Donaghmede,D2,1
Dalkey,Kilbarrack,D2,1
Dalkey,Raheny,D2,1
Dalkey,Harmonstown,D2,1
Dalkey,Killester,D2,1
Dalkey,Clontarf Road,D2,1
Dalkey,Dublin Connolly,D2,1
Dalkey,Tara Street,D2,1
Dalkey,Dublin Pearse,D2,1
Dalkey,Grand Canal Dock,D2,1
Dalkey,Lansdowne Road,D2,1
Dalkey,Sandymount,D2,1
Dalkey,Sydney Parade,D2,1
Dalkey,Booterstown,D2,1
Dalkey,Blackrock,D2,1
Dalkey,Seapoint,D2,1
Dalkey,Salthill and Monkstown,D2,2
Dalkey,Dun Laoghaire (Mallin),D1,1
Dalkey,Sandycove and Glasthule,D1,1
Dalkey,Glenageary,D1,1
Dalkey,Killiney,D1,1
Dalkey,Shankill,D2,1
Dalkey,Bray (Daly),D2,1
Dalkey,Greystones,D14,2
Dalkey,Kilcoole,D90,2
Dalkey,Wicklow,D91,3
Dalkey,Rathdrum,D92,4
Dalkey,Docklands,D2,1
Dalkey,Drumcondra,D2,1
Dalkey,Broombridge,D2,1
Dalkey,Pelletstown,D2,1
Dalkey,Ashtown,D2,1
Dalkey,Navan Road Parkway,D2,1
Dalkey,Castleknock,D2,1
Dalkey,Coolmine,D2,1
Dalkey,Clonsilla,D2,1
Dalkey,Hansfield,D2,1
Dalkey,Dunboyne,D2,1
Dalkey,M3 Parkway,D2,1
Dalkey,Leixlip(Confey),D2,1
Dalkey,Leixlip(Louisa Bridge),D2,1
Dalkey,Maynooth,D2,1
Dalkey,Kilcock,D90,2
Dalkey,Enfield,D91,3
Dalkey,Dublin Heuston,D2,1
Dalkey,Park West and Cherry Orchard,D2,1
Dalkey,Clondalkin Fonthill,D2,1
Dalkey,Kishoge,D2,1
Dalkey,Adamstown,D2,1
Dalkey,Hazelhatch and Celbridge,D2,1
Dalkey,Sallins and Naas,D90,1
Dalkey,Newbridge,D91,3
Dalkey,Kildare,D92,4
Killiney,Drogheda (MacBride),D91,3
Killiney,Laytown,D91,3
Killiney,Gormanston,D90,2
Killiney,Balbriggan,D90,2
Killiney,Skerries,D90,2
Killiney,Rush and Lusk,D2,1
Killiney,Donabate,D2,1
Killiney,Malahide,D2,1
Killiney,Portmarnock,D2,1
Killiney,Clongriffin,D2,1
Killiney,Howth,D2,1
Killiney,Sutton,D2,1
Killiney,Bayside,D2,1
Killiney,Howth Junction and Donaghmede,D2,1
Killiney,Kilbarrack,D2,1
Killiney,Raheny,D2,1
Killiney,Harmonstown,D2,1
Killiney,Killester,D2,1
Killiney,Clontarf Road,D2,1
Killiney,Dublin Connolly,D2,1
Killiney,Tara Street,D2,1
Killiney,Dublin Pearse,D2,1
Killiney,Grand Canal Dock,D2,1
Killiney,Lansdowne Road,D2,1
Killiney,Sandymount,D2,1
Killiney,Sydney Parade,D2,1
Killiney,Booterstown,D2,1
Killiney,Blackrock,D2,1
Killiney,Seapoint,D2,1
Killiney,Salthill and Monkstown,D2,2
Killiney,Dun Laoghaire (Mallin),D2,1
Killiney,Sandycove and Glasthule,D2,1
Killiney,Glenageary,D2,1
Killiney,Dalkey,D1,1
Killiney,Shankill,D1,1
Killiney,Bray (Daly),D2,1
Killiney,Greystones,D14,2
Killiney,Kilcoole,D90,2
Killiney,Wicklow,D91,3
Killiney,Rathdrum,D92,4
Killiney,Docklands,D2,1
Killiney,Drumcondra,D2,1
Killiney,Broombridge,D2,1
Killiney,Pelletstown,D2,1
Killiney,Ashtown,D2,1
Killiney,Navan Road Parkway,D2,1
Killiney,Castleknock,D2,1
Killiney,Coolmine,D2,1
Killiney,Clonsilla,D2,1
Killiney,Hansfield,D2,1
Killiney,Dunboyne,D2,1
Killiney,M3 Parkway,D2,1
Killiney,Leixlip(Confey),D2,1
Killiney,Leixlip(Louisa Bridge),D2,1
Killiney,Maynooth,D2,1
Killiney,Kilcock,D90,2
Killiney,Enfield,D91,3
Killiney,Dublin Heuston,D2,1
Killiney,Park West and Cherry Orchard,D2,1
Killiney,Clondalkin Fonthill,D2,1
Killiney,Kishoge,D2,1
Killiney,Adamstown,D2,1
Killiney,Hazelhatch and Celbridge,D2,1
Killiney,Sallins and Naas,D90,1
Killiney,Newbridge,D91,3
Killiney,Kildare,D92,4
Shankill,Drogheda (MacBride),D91,3
Shankill,Laytown,D91,3
Shankill,Gormanston,D90,2
Shankill,Balbriggan,D90,2
Shankill,Skerries,D90,2
Shankill,Rush and Lusk,D2,1
Shankill,Donabate,D2,1
Shankill,Malahide,D2,1
Shankill,Portmarnock,D2,1
Shankill,Clongriffin,D2,1
Shankill,Howth,D2,1
Shankill,Sutton,D2,1
Shankill,Bayside,D2,1
Shankill,Howth Junction and Donaghmede,D2,1
Shankill,Kilbarrack,D2,1
Shankill,Raheny,D2,1
Shankill,Harmonstown,D2,1
Shankill,Killester,D2,1
Shankill,Clontarf Road,D2,1
Shankill,Dublin Connolly,D2,1
Shankill,Tara Street,D2,1
Shankill,Dublin Pearse,D2,1
Shankill,Grand Canal Dock,D2,1
Shankill,Lansdowne Road,D2,1
Shankill,Sandymount,D2,1
Shankill,Sydney Parade,D2,1
Shankill,Booterstown,D2,1
Shankill,Blackrock,D2,1
Shankill,Seapoint,D2,1
Shankill,Salthill and Monkstown,D2,2
Shankill,Dun Laoghaire (Mallin),D2,1
Shankill,Sandycove and Glasthule,D2,1
Shankill,Glenageary,D2,1
Shankill,Dalkey,D2,1
Shankill,Killiney,D1,1
Shankill,Bray (Daly),D2,1
Shankill,Greystones,D14,2
Shankill,Kilcoole,D90,2
Shankill,Wicklow,D91,3
Shankill,Rathdrum,D92,4
Shankill,Docklands,D2,1
Shankill,Drumcondra,D2,1
Shankill,Broombridge,D2,1
Shankill,Pelletstown,D2,1
Shankill,Ashtown,D2,1
Shankill,Navan Road Parkway,D2,1
Shankill,Castleknock,D2,1
Shankill,Coolmine,D2,1
Shankill,Clonsilla,D2,1
Shankill,Hansfield,D2,1
Shankill,Dunboyne,D2,1
Shankill,M3 Parkway,D2,1
Shankill,Leixlip(Confey),D2,1
Shankill,Leixlip(Louisa Bridge),D2,1
Shankill,Maynooth,D2,1
Shankill,Kilcock,D90,2
Shankill,Enfield,D91,3
Shankill,Dublin Heuston,D2,1
Shankill,Park West and Cherry Orchard,D2,1
Shankill,Clondalkin Fonthill,D2,1
Shankill,Kishoge,D2,1
Shankill,Adamstown,D2,1
Shankill,Hazelhatch and Celbridge,D2,1
Shankill,Sallins and Naas,D90,1
Shankill,Newbridge,D91,3
Shankill,Kildare,D92,4
Bray (Daly),Drogheda (MacBride),D91,3
Bray (Daly),Laytown,D91,3
Bray (Daly),Gormanston,D90,2
Bray (Daly),Balbriggan,D90,2
Bray (Daly),Skerries,D90,2
Bray (Daly),Rush and Lusk,D2,1
Bray (Daly),Donabate,D2,1
Bray (Daly),Malahide,D2,1
Bray (Daly),Portmarnock,D2,1
Bray (Daly),Clongriffin,D2,1
Bray (Daly),Howth,D2,1
Bray (Daly),Sutton,D2,1
Bray (Daly),Bayside,D2,1
Bray (Daly),Howth Junction and Donaghmede,D2,1
Bray (Daly),Kilbarrack,D2,1
Bray (Daly),Raheny,D2,1
Bray (Daly),Harmonstown,D2,1
Bray (Daly),Killester,D2,1
Bray (Daly),Clontarf Road,D2,1
Bray (Daly),Dublin Connolly,D2,1
Bray (Daly),Tara Street,D2,1
Bray (Daly),Dublin Pearse,D2,1
Bray (Daly),Grand Canal Dock,D2,1
Bray (Daly),Lansdowne Road,D2,1
Bray (Daly),Sandymount,D2,1
Bray (Daly),Sydney Parade,D2,1
Bray (Daly),Booterstown,D2,1
Bray (Daly),Blackrock,D2,1
Bray (Daly),Seapoint,D2,1
Bray (Daly),Salthill and Monkstown,D2,2
Bray (Daly),Dun Laoghaire (Mallin),D2,1
Bray (Daly),Sandycove and Glasthule,D2,1
Bray (Daly),Glenageary,D2,1
Bray (Daly),Dalkey,D2,1
Bray (Daly),Killiney,D2,1
Bray (Daly),Shankill,D2,1
Bray (Daly),Greystones,D10,2
Bray (Daly),Kilcoole,D90,2
Bray (Daly),Wicklow,D91,3
Bray (Daly),Rathdrum,D92,4
Bray (Daly),Docklands,D2,1
Bray (Daly),Drumcondra,D2,1
Bray (Daly),Broombridge,D2,1
Bray (Daly),Pelletstown,D2,1
Bray (Daly),Ashtown,D2,1
Bray (Daly),Navan Road Parkway,D2,1
Bray (Daly),Castleknock,D2,1
Bray (Daly),Coolmine,D2,1
Bray (Daly),Clonsilla,D2,1
Bray (Daly),Hansfield,D2,1
Bray (Daly),Dunboyne,D2,1
Bray (Daly),M3 Parkway,D2,1
Bray (Daly),Leixlip(Confey),D2,1
Bray (Daly),Leixlip(Louisa Bridge),D2,1
Bray (Daly),Maynooth,D2,1
Bray (Daly),Kilcock,D90,2
Bray (Daly),Enfield,D91,3
Bray (Daly),Dublin Heuston,D2,1
Bray (Daly),Park West and Cherry Orchard,D2,1
Bray (Daly),Clondalkin Fonthill,D2,1
Bray (Daly),Kishoge,D2,1
Bray (Daly),Adamstown,D2,1
Bray (Daly),Hazelhatch and Celbridge,D2,1
Bray (Daly),Sallins and Naas,D90,1
Bray (Daly),Newbridge,D91,3
Bray (Daly),Kildare,D92,4
Greystones,Drogheda (MacBride),D92,3
Greystones,Laytown,D92,3
Greystones,Gormanston,D91,2
Greystones,Balbriggan,D91,2
Greystones,Skerries,D91,2
Greystones,Rush and Lusk,D90,2
Greystones,Donabate,D90,2
Greystones,Malahide,D90,2
Greystones,Portmarnock,D90,2
Greystones,Clongriffin,D90,2
Greystones,Howth,D90,2
Greystones,Sutton,D90,2
Greystones,Bayside,D90,2
Greystones,Howth Junction and Donaghmede,D90,2
Greystones,Kilbarrack,D90,2
Greystones,Raheny,D90,2
Greystones,Harmonstown,D90,2
Greystones,Killester,D90,2
Greystones,Clontarf Road,D90,2
Greystones,Dublin Connolly,D90,2
Greystones,Tara Street,D90,2
Greystones,Dublin Pearse,D90,2
Greystones,Grand Canal Dock,D90,2
Greystones,Lansdowne Road,D90,2
Greystones,Sandymount,D90,2
Greystones,Sydney Parade,D90,2
Greystones,Booterstown,D90,2
Greystones,Blackrock,D14,2
Greystones,Seapoint,D14,2
Greystones,Salthill and Monkstown,D14,2
Greystones,Dun Laoghaire (Mallin),D14,2
Greystones,Sandycove and Glasthule,D14,2
Greystones,Glenageary,D14,2
Greystones,Dalkey,D14,2
Greystones,Killiney,D14,2
Greystones,Shankill,D14,2
Greystones,Bray (Daly),D10,2
Greystones,Kilcoole,D10,2
Greystones,Wicklow,D11,3
Greystones,Rathdrum,D12,4
Greystones,Docklands,D90,2
Greystones,Drumcondra,D90,2
Greystones,Broombridge,D90,2
Greystones,Pelletstown,D90,2
Greystones,Ashtown,D90,2
Greystones,Navan Road Parkway,D90,2
Greystones,Castleknock,D90,2
Greystones,Coolmine,D90,2
Greystones,Clonsilla,D90,2
Greystones,Hansfield,D90,2
Greystones,Dunboyne,D90,2
Greystones,M3 Parkway,D90,2
Greystones,Leixlip(Confey),D90,2
Greystones,Leixlip(Louisa Bridge),D90,2
Greystones,Maynooth,D90,2
Greystones,Kilcock,D91,2
Greystones,Enfield,D92,3
Greystones,Dublin Heuston,D90,2
Greystones,Park West and Cherry Orchard,D90,2
Greystones,Clondalkin Fonthill,D90,2
Greystones,Kishoge,D90,2
Greystones,Adamstown,D90,2
Greystones,Hazelhatch and Celbridge,D90,2
Greystones,Sallins and Naas,D91,2
Greystones,Newbridge,D92,3
Greystones,Kildare,D93,4
Kilcoole,Drogheda (MacBride),D92,3
Kilcoole,Laytown,D92,3
Kilcoole,Gormanston,D91,2
Kilcoole,Balbriggan,D91,2
Kilcoole,Skerries,D91,2
Kilcoole,Rush and Lusk,D90,2
Kilcoole,Donabate,D90,2
Kilcoole,Malahide,D90,2
Kilcoole,Portmarnock,D90,2
Kilcoole,Clongriffin,D90,2
Kilcoole,Howth,D90,2
Kilcoole,Sutton,D90,2
Kilcoole,Bayside,D90,2
Kilcoole,Howth Junction and Donaghmede,D90,2
Kilcoole,Kilbarrack,D90,2
Kilcoole,Raheny,D90,2
Kilcoole,Harmonstown,D90,2
Kilcoole,Killester,D90,2
Kilcoole,Clontarf Road,D90,2
Kilcoole,Dublin Connolly,D90,2
Kilcoole,Tara Street,D90,2
Kilcoole,Dublin Pearse,D90,2
Kilcoole,Grand Canal Dock,D90,2
Kilcoole,Lansdowne Road,D90,2
Kilcoole,Sandymount,D90,2
Kilcoole,Sydney Parade,D90,2
Kilcoole,Booterstown,D90,2
Kilcoole,Blackrock,D90,2
Kilcoole,Seapoint,D90,2
Kilcoole,Salthill and Monkstown,D90,2
Kilcoole,Dun Laoghaire (Mallin),D90,2
Kilcoole,Sandycove and Glasthule,D90,2
Kilcoole,Glenageary,D90,2
Kilcoole,Dalkey,D90,2
Kilcoole,Killiney,D90,2
Kilcoole,Shankill,D90,2
Kilcoole,Bray (Daly),D90,2
Kilcoole,Greystones,D10,2
Kilcoole,Wicklow,D11,3
Kilcoole,Rathdrum,D12,4
Kilcoole,Docklands,D90,2
Kilcoole,Drumcondra,D90,2
Kilcoole,Broombridge,D90,2
Kilcoole,Pelletstown,D90,2
Kilcoole,Ashtown,D90,2
Kilcoole,Navan Road Parkway,D90,2
Kilcoole,Castleknock,D90,2
Kilcoole,Coolmine,D90,2
Kilcoole,Clonsilla,D90,2
Kilcoole,Hansfield,D90,2
Kilcoole,Dunboyne,D90,2
Kilcoole,M3 Parkway,D90,2
Kilcoole,Leixlip(Confey),D90,2
Kilcoole,Leixlip(Louisa Bridge),D90,2
Kilcoole,Maynooth,D90,2
Kilcoole,Kilcock,D91,2
Kilcoole,Enfield,D92,3
Kilcoole,Dublin Heuston,D90,2
Kilcoole,Park West and Cherry Orchard,D90,2
Kilcoole,Clondalkin Fonthill,D90,2
Kilcoole,Kishoge,D90,2
Kilcoole,Adamstown,D90,2
Kilcoole,Hazelhatch and Celbridge,D90,2
Kilcoole,Sallins and Naas,D91,2
Kilcoole,Newbridge,D92,3
Kilcoole,Kildare,D93,4
Wicklow,Drogheda (MacBride),D93,3
Wicklow,Laytown,D93,3
Wicklow,Gormanston,D92,3
Wicklow,Balbriggan,D92,3
Wicklow,Skerries,D92,3
Wicklow,Rush and Lusk,D91,3
Wicklow,Donabate,D91,3
Wicklow,Malahide,D91,3
Wicklow,Portmarnock,D91,3
Wicklow,Clongriffin,D91,3
Wicklow,Howth,D91,3
Wicklow,Sutton,D91,3
Wicklow,Bayside,D91,3
Wicklow,Howth Junction and Donaghmede,D91,3
Wicklow,Kilbarrack,D91,3
Wicklow,Raheny,D91,3
Wicklow,Harmonstown,D91,3
Wicklow,Killester,D91,3
Wicklow,Clontarf Road,D91,3
Wicklow,Dublin Connolly,D91,3
Wicklow,Tara Street,D91,3
Wicklow,Dublin Pearse,D91,3
Wicklow,Grand Canal Dock,D91,3
Wicklow,Lansdowne Road,D91,3
Wicklow,Sandymount,D91,3
Wicklow,Sydney Parade,D91,3
Wicklow,Booterstown,D91,3
Wicklow,Blackrock,D91,3
Wicklow,Seapoint,D91,3
Wicklow,Salthill and Monkstown,D91,3
Wicklow,Dun Laoghaire (Mallin),D91,3
Wicklow,Sandycove and Glasthule,D91,3
Wicklow,Glenageary,D91,3
Wicklow,Dalkey,D91,3
Wicklow,Killiney,D91,3
Wicklow,Shankill,D91,3
Wicklow,Bray (Daly),D91,3
Wicklow,Greystones,D11,3
Wicklow,Kilcoole,D11,3
Wicklow,Rathdrum,D11,4
Wicklow,Docklands,D91,3
Wicklow,Drumcondra,D91,3
Wicklow,Broombridge,D91,3
Wicklow,Pelletstown,D91,3
Wicklow,Ashtown,D91,3
Wicklow,Navan Road Parkway,D91,3
Wicklow,Castleknock,D91,3
Wicklow,Coolmine,D91,3
Wicklow,Clonsilla,D91,3
Wicklow,Hansfield,D91,3
Wicklow,Dunboyne,D91,3
Wicklow,M3 Parkway,D91,3
Wicklow,Leixlip(Confey),D91,3
Wicklow,Leixlip(Louisa Bridge),D91,3
Wicklow,Maynooth,D91,3
Wicklow,Kilcock,D92,3
Wicklow,Enfield,D93,3
Wicklow,Dublin Heuston,D91,3
Wicklow,Park West and Cherry Orchard,D91,3
Wicklow,Clondalkin Fonthill,D91,3
Wicklow,Kishoge,D91,3
Wicklow,Adamstown,D91,3
Wicklow,Hazelhatch and Celbridge,D91,3
Wicklow,Sallins and Naas,D92,3
Wicklow,Newbridge,D93,3
Wicklow,Kildare,D94,4
Rathdrum,Drogheda (MacBride),D94,4
Rathdrum,Laytown,D94,4
Rathdrum,Gormanston,D93,4
Rathdrum,Balbriggan,D93,4
Rathdrum,Skerries,D93,4
Rathdrum,Rush and Lusk,D92,4
Rathdrum,Donabate,D92,4
Rathdrum,Malahide,D92,4
Rathdrum,Portmarnock,D92,4
Rathdrum,Clongriffin,D92,4
Rathdrum,Howth,D92,4
Rathdrum,Sutton,D92,4
Rathdrum,Bayside,D92,4
Rathdrum,Howth Junction and Donaghmede,D92,4
Rathdrum,Kilbarrack,D92,4
Rathdrum,Raheny,D92,4
Rathdrum,Harmonstown,D92,4
Rathdrum,Killester,D92,4
Rathdrum,Clontarf Road,D92,4
Rathdrum,Dublin Connolly,D92,4
Rathdrum,Tara Street,D92,4
Rathdrum,Dublin Pearse,D92,4
Rathdrum,Grand Canal Dock,D92,4
Rathdrum,Lansdowne Road,D92,4
Rathdrum,Sandymount,D92,4
Rathdrum,Sydney Parade,D92,4
Rathdrum,Booterstown,D92,4
Rathdrum,Blackrock,D92,4
Rathdrum,Seapoint,D92,4
Rathdrum,Salthill and Monkstown,D92,4
Rathdrum,Dun Laoghaire (Mallin),D92,4
Rathdrum,Sandycove and Glasthule,D92,4
Rathdrum,Glenageary,D92,4
Rathdrum,Dalkey,D92,4
Rathdrum,Killiney,D92,4
Rathdrum,Shankill,D92,4
Rathdrum,Bray (Daly),D92,4
Rathdrum,Greystones,D12,4
Rathdrum,Kilcoole,D12,4
Rathdrum,Wicklow,D11,4
Rathdrum,Docklands,D92,4
Rathdrum,Drumcondra,D92,4
Rathdrum,Broombridge,D92,4
Rathdrum,Pelletstown,D92,4
Rathdrum,Ashtown,D92,4
Rathdrum,Navan Road Parkway,D92,4
Rathdrum,Castleknock,D92,4
Rathdrum,Coolmine,D92,4
Rathdrum,Clonsilla,D92,4
Rathdrum,Hansfield,D92,4
Rathdrum,Dunboyne,D92,4
Rathdrum,M3 Parkway,D92,4
Rathdrum,Leixlip(Confey),D92,4
Rathdrum,Leixlip(Louisa Bridge),D92,4
Rathdrum,Maynooth,D92,4
Rathdrum,Kilcock,D93,4
Rathdrum,Enfield,D94,4
Rathdrum,Dublin Heuston,D92,4
Rathdrum,Park West and Cherry Orchard,D92,4
Rathdrum,Clondalkin Fonthill,D92,4
Rathdrum,Kishoge,D92,4
Rathdrum,Adamstown,D92,4
Rathdrum,Hazelhatch and Celbridge,D92,4
Rathdrum,Sallins and Naas,D93,4
Rathdrum,Newbridge,D94,4
Rathdrum,Kildare,D95,4
Docklands,Drogheda (MacBride),D91,3
Docklands,Laytown,D91,3
Docklands,Gormanston,D90,2
Docklands,Balbriggan,D90,2
Docklands,Skerries,D90,2
Docklands,Rush and Lusk,D2,1
Docklands,Donabate,D2,1
Docklands,Malahide,D2,1
Docklands,Portmarnock,D2,1
Docklands,Clongriffin,D2,1
Docklands,Howth,D2,1
Docklands,Sutton,D2,1
Docklands,Bayside,D2,1
Docklands,Howth Junction and Donaghmede,D2,1
Docklands,Kilbarrack,D2,1
Docklands,Raheny,D2,1
Docklands,Harmonstown,D2,1
Docklands,Killester,D2,1
Docklands,Clontarf Road,D2,1
Docklands,Dublin Connolly,D2,1
Docklands,Tara Street,D2,1
Docklands,Dublin Pearse,D2,1
Docklands,Grand Canal Dock,D2,1
Docklands,Lansdowne Road,D2,1
Docklands,Sandymount,D2,1
Docklands,Sydney Parade,D2,1
Docklands,Booterstown,D2,1
Docklands,Blackrock,D2,1
Docklands,Seapoint,D2,1
Docklands,Salthill and Monkstown,D2,2
Docklands,Dun Laoghaire (Mallin),D2,1
Docklands,Sandycove and Glasthule,D2,1
Docklands,Glenageary,D2,1
Docklands,Dalkey,D2,1
Docklands,Killiney,D2,1
Docklands,Shankill,D2,1
Docklands,Bray (Daly),D2,1
Docklands,Greystones,D90,2
Docklands,Kilcoole,D90,2
Docklands,Wicklow,D91,3
Docklands,Rathdrum,D92,4
Docklands,Drumcondra,D2,1
Docklands,Broombridge,D2,1
Docklands,Pelletstown,D2,1
Docklands,Ashtown,D2,1
Docklands,Navan Road Parkway,D2,1
Docklands,Castleknock,D2,1
Docklands,Coolmine,D2,1
Docklands,Clonsilla,D2,1
Docklands,Hansfield,D2,1
Docklands,Dunboyne,D2,1
Docklands,M3 Parkway,D2,1
Docklands,Leixlip(Confey),D2,1
Docklands,Leixlip(Louisa Bridge),D2,1
Docklands,Maynooth,D2,1
Docklands,Kilcock,D90,2
Docklands,Enfield,D91,3
Docklands,Dublin Heuston,D2,1
Docklands,Park West and Cherry Orchard,D2,1
Docklands,Clondalkin Fonthill,D2,1
Docklands,Kishoge,D2,1
Docklands,Adamstown,D2,1
Docklands,Hazelhatch and Celbridge,D2,1
Docklands,Sallins and Naas,D90,1
Docklands,Newbridge,D91,3
Docklands,Kildare,D92,4
Drumcondra,Drogheda (MacBride),D91,3
Drumcondra,Laytown,D91,3
Drumcondra,Gormanston,D90,2
Drumcondra,Balbriggan,D90,2
Drumcondra,Skerries,D90,2
Drumcondra,Rush and Lusk,D2,1
Drumcondra,Donabate,D2,1
Drumcondra,Malahide,D2,1
Drumcondra,Portmarnock,D2,1
Drumcondra,Clongriffin,D2,1
Drumcondra,Howth,D2,1
Drumcondra,Sutton,D2,1
Drumcondra,Bayside,D2,1
Drumcondra,Howth Junction and Donaghmede,D2,1
Drumcondra,Kilbarrack,D2,1
Drumcondra,Raheny,D2,1
Drumcondra,Harmonstown,D2,1
Drumcondra,Killester,D2,1
Drumcondra,Clontarf Road,D2,1
Drumcondra,Dublin Connolly,D1,1
Drumcondra,Tara Street,D1,1
Drumcondra,Dublin Pearse,D1,1
Drumcondra,Grand Canal Dock,D2,1
Drumcondra,Lansdowne Road,D2,1
Drumcondra,Sandymount,D2,1
Drumcondra,Sydney Parade,D2,1
Drumcondra,Booterstown,D2,1
Drumcondra,Blackrock,D2,1
Drumcondra,Seapoint,D2,1
Drumcondra,Salthill and Monkstown,D2,2
Drumcondra,Dun Laoghaire (Mallin),D2,1
Drumcondra,Sandycove and Glasthule,D2,1
Drumcondra,Glenageary,D2,1
Drumcondra,Dalkey,D2,1
Drumcondra,Killiney,D2,1
Drumcondra,Shankill,D2,1
Drumcondra,Bray (Daly),D2,1
Drumcondra,Greystones,D90,2
Drumcondra,Kilcoole,D90,2
Drumcondra,Wicklow,D91,3
Drumcondra,Rathdrum,D92,4
Drumcondra,Docklands,D2,1
Drumcondra,Broombridge,D1,1
Drumcondra,Pelletstown,D1,1
Drumcondra,Ashtown,D2,1
Drumcondra,Navan Road Parkway,D2,1
Drumcondra,Castleknock,D2,1
Drumcondra,Coolmine,D2,1
Drumcondra,Clonsilla,D2,1
Drumcondra,Hansfield,D2,1
Drumcondra,Dunboyne,D2,1
Drumcondra,M3 Parkway,D2,1
Drumcondra,Leixlip(Confey),D2,1
Drumcondra,Leixlip(Louisa Bridge),D2,1
Drumcondra,Maynooth,D2,1
Drumcondra,Kilcock,D90,2
Drumcondra,Enfield,D91,3
Drumcondra,Dublin Heuston,D2,1
Drumcondra,Park West and Cherry Orchard,D2,1
Drumcondra,Clondalkin Fonthill,D2,1
Drumcondra,Kishoge,D2,1
Drumcondra,Adamstown,D2,1
Drumcondra,Hazelhatch and Celbridge,D2,1
Drumcondra,Sallins and Naas,D90,1
Drumcondra,Newbridge,D91,3
Drumcondra,Kildare,D92,4
Broombridge,Drogheda (MacBride),D91,3
Broombridge,Laytown,D91,3
Broombridge,Gormanston,D90,2
Broombridge,Balbriggan,D90,2
Broombridge,Skerries,D90,2
Broombridge,Rush and Lusk,D2,1
Broombridge,Donabate,D2,1
Broombridge,Malahide,D2,1
Broombridge,Portmarnock,D2,1
Broombridge,Clongriffin,D2,1
Broombridge,Howth,D2,1
Broombridge,Sutton,D2,1
Broombridge,Bayside,D2,1
Broombridge,Howth Junction and Donaghmede,D2,1
Broombridge,Kilbarrack,D2,1
Broombridge,Raheny,D2,1
