Origin,Destination,Value,Zone
Sutton,Howth Junction and Donaghmede,D1,1
Sutton,Kilbarrack,D1,1
Sutton,Raheny,D2,1
Sutton,Harmonstown,D2,1
Sutton,Killester,D2,1
Sutton,Clontarf Road,D2,1
Sutton,Dublin Connolly,D2,1
Sutton,Tara Street,D2,1
Sutton,Dublin Pearse,D2,1
Sutton,Grand Canal Dock,D2,1
Sutton,Lansdowne Road,D2,1
Sutton,Sandymount,D2,1
Sutton,Sydney Parade,D2,1
Sutton,Booterstown,D2,1
Sutton,Blackrock,D2,1
Sutton,Seapoint,D2,1
Sutton,Salthill and Monkstown,D2,2
Sutton,Dun Laoghaire (Mallin),D2,1
Sutton,Sandycove and Glasthule,D2,1
Sutton,Glenageary,D2,1
Sutton,Dalkey,D2,1
Sutton,Killiney,D2,1
Sutton,Shankill,D2,1
Sutton,Bray (Daly),D2,1
Sutton,Greystones,D90,2
Sutton,Kilcoole,D90,2
Sutton,Wicklow,D91,3
Sutton,Rathdrum,D92,4
Sutton,Docklands,D2,1
Sutton,Drumcondra,D2,1
Sutton,Broombridge,D2,1
Sutton,Pelletstown,D2,1
Sutton,Ashtown,D2,1
Sutton,Navan Road Parkway,D2,1
Sutton,Castleknock,D2,1
Sutton,Coolmine,D2,1
Sutton,Clonsilla,D2,1
Sutton,Hansfield,D2,1
Sutton,Dunboyne,D2,1
Sutton,M3 Parkway,D2,1
Sutton,Leixlip(Confey),D2,1
Sutton,Leixlip(Louisa Bridge),D2,1
Sutton,Maynooth,D2,1
Sutton,Kilcock,D90,2
Sutton,Enfield,D91,3
Sutton,Dublin Heuston,D2,1
Sutton,Park West and Cherry Orchard,D2,1
Sutton,Clondalkin Fonthill,D2,1
Sutton,Kishoge,D2,1
Sutton,Adamstown,D2,1
Sutton,Hazelhatch and Celbridge,D2,1
Sutton,Sallins and Naas,D90,1
Sutton,Newbridge,D91,3
Sutton,Kildare,D92,4
Bayside,Drogheda (MacBride),D91,3
Bayside,Laytown,D91,3
Bayside,Gormanston,D90,2
Bayside,Balbriggan,D90,2
Bayside,Skerries,D14,2
Bayside,Rush and Lusk,D2,1
Bayside,Donabate,D2,1
Bayside,Malahide,D2,1
Bayside,Portmarnock,D2,1
Bayside,Clongriffin,D1,1
Bayside,Howth,D2,1
Bayside,Sutton,D1,1
Bayside,Howth Junction and Donaghmede,D1,1
Bayside,Kilbarrack,D1,1
Bayside,Raheny,D1,1
Bayside,Harmonstown,D2,1
Bayside,Killester,D2,1
Bayside,Clontarf Road,D2,1
Bayside,Dublin Connolly,D2,1
Bayside,Tara Street,D2,1
Bayside,Dublin Pearse,D2,1
Bayside,Grand Canal Dock,D2,1
Bayside,Lansdowne Road,D2,1
Bayside,Sandymount,D2,1
Bayside,Sydney Parade,D2,1
Bayside,Booterstown,D2,1
Bayside,Blackrock,D2,1
Bayside,Seapoint,D2,1
Bayside,Salthill and Monkstown,D2,2
Bayside,Dun Laoghaire (Mallin),D2,1
Bayside,Sandycove and Glasthule,D2,1
Bayside,Glenageary,D2,1
Bayside,Dalkey,D2,1
Bayside,Killiney,D2,1
Bayside,Shankill,D2,1
Bayside,Bray (Daly),D2,1
Bayside,Greystones,D90,2
Bayside,Kilcoole,D90,2
Bayside,Wicklow,D91,3
Bayside,Rathdrum,D92,4
Bayside,Docklands,D2,1
Bayside,Drumcondra,D2,1
Bayside,Broombridge,D2,1
Bayside,Pelletstown,D2,1
Bayside,Ashtown,D2,1
Bayside,Navan Road Parkway,D2,1
Bayside,Castleknock,D2,1
Bayside,Coolmine,D2,1
Bayside,Clonsilla,D2,1
Bayside,Hansfield,D2,1
Bayside,Dunboyne,D2,1
Bayside,M3 Parkway,D2,1
Bayside,Leixlip(Confey),D2,1
Bayside,Leixlip(Louisa Bridge),D2,1
Bayside,Maynooth,D2,1
Bayside,Kilcock,D90,2
Bayside,Enfield,D91,3
Bayside,Dublin Heuston,D2,1
Bayside,Park West and Cherry Orchard,D2,1
Bayside,Clondalkin Fonthill,D2,1
Bayside,Kishoge,D2,1
Bayside,Adamstown,D2,1
Bayside,Hazelhatch and Celbridge,D2,1
Bayside,Sallins and Naas,D90,1
Bayside,Newbridge,D91,3
Bayside,Kildare,D92,4
Howth Junction and Donaghmede,Drogheda (MacBride),D91,3
Howth Junction and Donaghmede,Laytown,D91,3
Howth Junction and Donaghmede,Gormanston,D90,2
Howth Junction and Donaghmede,Balbriggan,D90,2
Howth Junction and Donaghmede,Skerries,D14,2
Howth Junction and Donaghmede,Rush and Lusk,D2,1
Howth Junction and Donaghmede,Donabate,D2,1
Howth Junction and Donaghmede,Malahide,D2,1
Howth Junction and Donaghmede,Portmarnock,D1,1
Howth Junction and Donaghmede,Clongriffin,D1,1
Howth Junction and Donaghmede,Howth,D2,1
Howth Junction and Donaghmede,Sutton,D1,1
Howth Junction and Donaghmede,Bayside,D1,1
Howth Junction and Donaghmede,Kilbarrack,D1,1
Howth Junction and Donaghmede,Raheny,D1,1
Howth Junction and Donaghmede,Harmonstown,D1,1
Howth Junction and Donaghmede,Killester,D2,1
Howth Junction and Donaghmede,Clontarf Road,D2,1
Howth Junction and Donaghmede,Dublin Connolly,D2,1
Howth Junction and Donaghmede,Tara Street,D2,1
Howth Junction and Donaghmede,Dublin Pearse,D2,1
Howth Junction and Donaghmede,Grand Canal Dock,D2,1
Howth Junction and Donaghmede,Lansdowne Road,D2,1
Howth Junction and Donaghmede,Sandymount,D2,1
Howth Junction and Donaghmede,Sydney Parade,D2,1
Howth Junction and Donaghmede,Booterstown,D2,1
Howth Junction and Donaghmede,Blackrock,D2,1
Howth Junction and Donaghmede,Seapoint,D2,1
Howth Junction and Donaghmede,Salthill and Monkstown,D2,2
Howth Junction and Donaghmede,Dun Laoghaire (Mallin),D2,1
Howth Junction and Donaghmede,Sandycove and Glasthule,D2,1
Howth Junction and Donaghmede,Glenageary,D2,1
Howth Junction and Donaghmede,Dalkey,D2,1
Howth Junction and Donaghmede,Killiney,D2,1
Howth Junction and Donaghmede,Shankill,D2,1
Howth Junction and Donaghmede,Bray (Daly),D2,1
Howth Junction and Donaghmede,Greystones,D90,2
Howth Junction and Donaghmede,Kilcoole,D90,2
Howth Junction and Donaghmede,Wicklow,D91,3
Howth Junction and Donaghmede,Rathdrum,D92,4
Howth Junction and Donaghmede,Docklands,D2,1
Howth Junction and Donaghmede,Drumcondra,D2,1
Howth Junction and Donaghmede,Broombridge,D2,1
Howth Junction and Donaghmede,Pelletstown,D2,1
Howth Junction and Donaghmede,Ashtown,D2,1
Howth Junction and Donaghmede,Navan Road Parkway,D2,1
Howth Junction and Donaghmede,Castleknock,D2,1
Howth Junction and Donaghmede,Coolmine,D2,1
Howth Junction and Donaghmede,Clonsilla,D2,1
Howth Junction and Donaghmede,Hansfield,D2,1
Howth Junction and Donaghmede,Dunboyne,D2,1
Howth Junction and Donaghmede,M3 Parkway,D2,1
Howth Junction and Donaghmede,Leixlip(Confey),D2,1
Howth Junction and Donaghmede,Leixlip(Louisa Bridge),D2,1
Howth Junction and Donaghmede,Maynooth,D2,1
Howth Junction and Donaghmede,Kilcock,D90,2
Howth Junction and Donaghmede,Enfield,D91,3
Howth Junction and Donaghmede,Dublin Heuston,D2,1
Howth Junction and Donaghmede,Park West and Cherry Orchard,D2,1
Howth Junction and Donaghmede,Clondalkin Fonthill,D2,1
Howth Junction and Donaghmede,Kishoge,D2,1
Howth Junction and Donaghmede,Adamstown,D2,1
Howth Junction and Donaghmede,Hazelhatch and Celbridge,D2,1
Howth Junction and Donaghmede,Sallins and Naas,D90,1
Howth Junction and Donaghmede,Newbridge,D91,3
Howth Junction and Donaghmede,Kildare,D92,4
Kilbarrack,Drogheda (MacBride),D91,3
Kilbarrack,Laytown,D91,3
Kilbarrack,Gormanston,D90,2
Kilbarrack,Balbriggan,D90,2
Kilbarrack,Skerries,D14,2
Kilbarrack,Rush and Lusk,D2,1
Kilbarrack,Donabate,D2,1
Kilbarrack,Malahide,D2,1
Kilbarrack,Portmarnock,D2,1
Kilbarrack,Clongriffin,D1,1
Kilbarrack,Howth,D2,1
Kilbarrack,Sutton,D1,1
Kilbarrack,Bayside,D1,1
Kilbarrack,Howth Junction and Donaghmede,D1,1
Kilbarrack,Raheny,D1,1
Kilbarrack,Harmonstown,D1,1
Kilbarrack,Killester,D1,1
Kilbarrack,Clontarf Road,D2,1
Kilbarrack,Dublin Connolly,D2,1
Kilbarrack,Tara Street,D2,1
Kilbarrack,Dublin Pearse,D2,1
Kilbarrack,Grand Canal Dock,D2,1
Kilbarrack,Lansdowne Road,D2,1
Kilbarrack,Sandymount,D2,1
Kilbarrack,Sydney Parade,D2,1
Kilbarrack,Booterstown,D2,1
Kilbarrack,Blackrock,D2,1
Kilbarrack,Seapoint,D2,1
Kilbarrack,Salthill and Monkstown,D2,2
Kilbarrack,Dun Laoghaire (Mallin),D2,1
Kilbarrack,Sandycove and Glasthule,D2,1
Kilbarrack,Glenageary,D2,1
Kilbarrack,Dalkey,D2,1
Kilbarrack,Killiney,D2,1
Kilbarrack,Shankill,D2,1
Kilbarrack,Bray (Daly),D2,1
Kilbarrack,Greystones,D90,2
Kilbarrack,Kilcoole,D90,2
Kilbarrack,Wicklow,D91,3
Kilbarrack,Rathdrum,D92,4
Kilbarrack,Docklands,D2,1
Kilbarrack,Drumcondra,D2,1
Kilbarrack,Broombridge,D2,1
Kilbarrack,Pelletstown,D2,1
Kilbarrack,Ashtown,D2,1
Kilbarrack,Navan Road Parkway,D2,1
Kilbarrack,Castleknock,D2,1
Kilbarrack,Coolmine,D2,1
Kilbarrack,Clonsilla,D2,1
Kilbarrack,Hansfield,D2,1
Kilbarrack,Dunboyne,D2,1
Kilbarrack,M3 Parkway,D2,1
Kilbarrack,Leixlip(Confey),D2,1
Kilbarrack,Leixlip(Louisa Bridge),D2,1
Kilbarrack,Maynooth,D2,1
Kilbarrack,Kilcock,D90,2
Kilbarrack,Enfield,D91,3
Kilbarrack,Dublin Heuston,D2,1
Kilbarrack,Park West and Cherry Orchard,D2,1
Kilbarrack,Clondalkin Fonthill,D2,1
Kilbarrack,Kishoge,D2,1
Kilbarrack,Adamstown,D2,1
Kilbarrack,Hazelhatch and Celbridge,D2,1
Kilbarrack,Sallins and Naas,D90,1
Kilbarrack,Newbridge,D91,3
Kilbarrack,Kildare,D92,4
Raheny,Drogheda (MacBride),D91,3
Raheny,Laytown,D91,3
Raheny,Gormanston,D90,2
Raheny,Balbriggan,D90,2
Raheny,Skerries,D14,2
Raheny,Rush and Lusk,D2,1
Raheny,Donabate,D2,1
Raheny,Malahide,D2,1
Raheny,Portmarnock,D2,1
Raheny,Clongriffin,D1,1
Raheny,Howth,D2,1
Raheny,Sutton,D2,1
Raheny,Bayside,D1,1
Raheny,Howth Junction and Donaghmede,D1,1
Raheny,Kilbarrack,D1,1
Raheny,Harmonstown,D1,1
Raheny,Killester,D1,1
Raheny,Clontarf Road,D1,1
Raheny,Dublin Connolly,D2,1
Raheny,Tara Street,D2,1
Raheny,Dublin Pearse,D2,1
Raheny,Grand Canal Dock,D2,1
Raheny,Lansdowne Road,D2,1
Raheny,Sandymount,D2,1
Raheny,Sydney Parade,D2,1
Raheny,Booterstown,D2,1
Raheny,Blackrock,D2,1
Raheny,Seapoint,D2,1
Raheny,Salthill and Monkstown,D2,2
Raheny,Dun Laoghaire (Mallin),D2,1
Raheny,Sandycove and Glasthule,D2,1
Raheny,Glenageary,D2,1
Raheny,Dalkey,D2,1
Raheny,Killiney,D2,1
Raheny,Shankill,D2,1
Raheny,Bray (Daly),D2,1
Raheny,Greystones,D90,2
Raheny,Kilcoole,D90,2
Raheny,Wicklow,D91,3
Raheny,Rathdrum,D92,4
Raheny,Docklands,D2,1
Raheny,Drumcondra,D2,1
Raheny,Broombridge,D2,1
Raheny,Pelletstown,D2,1
Raheny,Ashtown,D2,1
Raheny,Navan Road Parkway,D2,1
Raheny,Castleknock,D2,1
Raheny,Coolmine,D2,1
Raheny,Clonsilla,D2,1
Raheny,Hansfield,D2,1
Raheny,Dunboyne,D2,1
Raheny,M3 Parkway,D2,1
Raheny,Leixlip(Confey),D2,1
Raheny,Leixlip(Louisa Bridge),D2,1
Raheny,Maynooth,D2,1
Raheny,Kilcock,D90,2
Raheny,Enfield,D91,3
Raheny,Dublin Heuston,D2,1
Raheny,Park West and Cherry Orchard,D2,1
Raheny,Clondalkin Fonthill,D2,1
Raheny,Kishoge,D2,1
Raheny,Adamstown,D2,1
Raheny,Hazelhatch and Celbridge,D2,1
Raheny,Sallins and Naas,D90,1
Raheny,Newbridge,D91,3
Raheny,Kildare,D92,4
Harmonstown,Drogheda (MacBride),D91,3
Harmonstown,Laytown,D91,3
Harmonstown,Gormanston,D90,2
Harmonstown,Balbriggan,D90,2
Harmonstown,Skerries,D90,2
Harmonstown,Rush and Lusk,D2,1
Harmonstown,Donabate,D2,1
Harmonstown,Malahide,D2,1
Harmonstown,Portmarnock,D2,1
Harmonstown,Clongriffin,D2,1
Harmonstown,Howth,D2,1
Harmonstown,Sutton,D2,1
Harmonstown,Bayside,D2,1
Harmonstown,Howth Junction and Donaghmede,D1,1
Harmonstown,Kilbarrack,D1,1
Harmonstown,Raheny,D1,1
Harmonstown,Killester,D1,1
Harmonstown,Clontarf Road,D1,1
Harmonstown,Dublin Connolly,D2,1
Harmonstown,Tara Street,D2,1
Harmonstown,Dublin Pearse,D2,1
Harmonstown,Grand Canal Dock,D2,1
Harmonstown,Lansdowne Road,D2,1
Harmonstown,Sandymount,D2,1
Harmonstown,Sydney Parade,D2,1
Harmonstown,Booterstown,D2,1
Harmonstown,Blackrock,D2,1
Harmonstown,Seapoint,D2,1
Harmonstown,Salthill and Monkstown,D2,2
Harmonstown,Dun Laoghaire (Mallin),D2,1
Harmonstown,Sandycove and Glasthule,D2,1
Harmonstown,Glenageary,D2,1
Harmonstown,Dalkey,D2,1
Harmonstown,Killiney,D2,1
Harmonstown,Shankill,D2,1
Harmonstown,Bray (Daly),D2,1
Harmonstown,Greystones,D90,2
Harmonstown,Kilcoole,D90,2
Harmonstown,Wicklow,D91,3
Harmonstown,Rathdrum,D92,4
Harmonstown,Docklands,D2,1
Harmonstown,Drumcondra,D2,1
Harmonstown,Broombridge,D2,1
Harmonstown,Pelletstown,D2,1
Harmonstown,Ashtown,D2,1
Harmonstown,Navan Road Parkway,D2,1
Harmonstown,Castleknock,D2,1
Harmonstown,Coolmine,D2,1
Harmonstown,Clonsilla,D2,1
Harmonstown,Hansfield,D2,1
Harmonstown,Dunboyne,D2,1
Harmonstown,M3 Parkway,D2,1
Harmonstown,Leixlip(Confey),D2,1
Harmonstown,Leixlip(Louisa Bridge),D2,1
Harmonstown,Maynooth,D2,1
Harmonstown,Kilcock,D90,2
Harmonstown,Enfield,D91,3
Harmonstown,Dublin Heuston,D2,1
Harmonstown,Park West and Cherry Orchard,D2,1
Harmonstown,Clondalkin Fonthill,D2,1
Harmonstown,Kishoge,D2,1
Harmonstown,Adamstown,D2,1
Harmonstown,Hazelhatch and Celbridge,D2,1
Harmonstown,Sallins and Naas,D90,1
Harmonstown,Newbridge,D91,3
Harmonstown,Kildare,D92,4
Killester,Drogheda (MacBride),D91,3
Killester,Laytown,D91,3
Killester,Gormanston,D90,2
Killester,Balbriggan,D90,2
Killester,Skerries,D90,2
Killester,Rush and Lusk,D2,1
Killester,Donabate,D2,1
Killester,Malahide,D2,1
Killester,Portmarnock,D2,1
Killester,Clongriffin,D2,1
Killester,Howth,D2,1
Killester,Sutton,D2,1
Killester,Bayside,D2,1
Killester,Howth Junction and Donaghmede,D2,1
Killester,Kilbarrack,D1,1
Killester,Raheny,D1,1
Killester,Harmonstown,D1,1
Killester,Clontarf Road,D1,1
Killester,Dublin Connolly,D2,1
Killester,Tara Street,D2,1
Killester,Dublin Pearse,D2,1
Killester,Grand Canal Dock,D2,1
Killester,Lansdowne Road,D2,1
Killester,Sandymount,D2,1
Killester,Sydney Parade,D2,1
Killester,Booterstown,D2,1
Killester,Blackrock,D2,1
Killester,Seapoint,D2,1
Killester,Salthill and Monkstown,D2,2
Killester,Dun Laoghaire (Mallin),D2,1
Killester,Sandycove and Glasthule,D2,1
Killester,Glenageary,D2,1
Killester,Dalkey,D2,1
Killester,Killiney,D2,1
Killester,Shankill,D2,1
Killester,Bray (Daly),D2,1
Killester,Greystones,D90,2
Killester,Kilcoole,D90,2
Killester,Wicklow,D91,3
Killester,Rathdrum,D92,4
Killester,Docklands,D2,1
Killester,Drumcondra,D2,1
Killester,Broombridge,D2,1
Killester,Pelletstown,D2,1
Killester,Ashtown,D2,1
Killester,Navan Road Parkway,D2,1
Killester,Castleknock,D2,1
Killester,Coolmine,D2,1
Killester,Clonsilla,D2,1
Killester,Hansfield,D2,1
Killester,Dunboyne,D2,1
Killester,M3 Parkway,D2,1
Killester,Leixlip(Confey),D2,1
Killester,Leixlip(Louisa Bridge),D2,1
Killester,Maynooth,D2,1
Killester,Kilcock,D90,2
Killester,Enfield,D91,3
Killester,Dublin Heuston,D2,1
Killester,Park West and Cherry Orchard,D2,1
Killester,Clondalkin Fonthill,D2,1
Killester,Kishoge,D2,1
Killester,Adamstown,D2,1
Killester,Hazelhatch and Celbridge,D2,1
Killester,Sallins and Naas,D90,1
Killester,Newbridge,D91,3
Killester,Kildare,D92,4
Clontarf Road,Drogheda (MacBride),D91,3
Clontarf Road,Laytown,D91,3
Clontarf Road,Gormanston,D90,2
Clontarf Road,Balbriggan,D90,2
Clontarf Road,Skerries,D90,2
Clontarf Road,Rush and Lusk,D2,1
Clontarf Road,Donabate,D2,1
Clontarf Road,Malahide,D2,1
Clontarf Road,Portmarnock,D2,1
Clontarf Road,Clongriffin,D2,1
Clontarf Road,Howth,D2,1
Clontarf Road,Sutton,D2,1
Clontarf Road,Bayside,D2,1
Clontarf Road,Howth Junction and Donaghmede,D2,1
Clontarf Road,Kilbarrack,D2,1
Clontarf Road,Raheny,D1,1
Clontarf Road,Harmonstown,D1,1
Clontarf Road,Killester,D1,1
Clontarf Road,Dublin Connolly,D1,1
Clontarf Road,Tara Street,D1,1
Clontarf Road,Dublin Pearse,D1,1
Clontarf Road,Grand Canal Dock,D1,1
Clontarf Road,Lansdowne Road,D2,1
Clontarf Road,Sandymount,D2,1
Clontarf Road,Sydney Parade,D2,1
Clontarf Road,Booterstown,D2,1
Clontarf Road,Blackrock,D2,1
Clontarf Road,Seapoint,D2,1
Clontarf Road,Salthill and Monkstown,D2,2
Clontarf Road,Dun Laoghaire (Mallin),D2,1
Clontarf Road,Sandycove and Glasthule,D2,1
Clontarf Road,Glenageary,D2,1
Clontarf Road,Dalkey,D2,1
Clontarf Road,Killiney,D2,1
Clontarf Road,Shankill,D2,1
Clontarf Road,Bray (Daly),D2,1
Clontarf Road,Greystones,D90,2
Clontarf Road,Kilcoole,D90,2
Clontarf Road,Wicklow,D91,3
Clontarf Road,Rathdrum,D92,4
Clontarf Road,Docklands,D2,1
Clontarf Road,Drumcondra,D2,1
Clontarf Road,Broombridge,D2,1
Clontarf Road,Pelletstown,D2,1
Clontarf Road,Ashtown,D2,1
Clontarf Road,Navan Road Parkway,D2,1
Clontarf Road,Castleknock,D2,1
Clontarf Road,Coolmine,D2,1
Clontarf Road,Clonsilla,D2,1
Clontarf Road,Hansfield,D2,1
Clontarf Road,Dunboyne,D2,1
Clontarf Road,M3 Parkway,D2,1
Clontarf Road,Leixlip(Confey),D2,1
Clontarf Road,Leixlip(Louisa Bridge),D2,1
Clontarf Road,Maynooth,D2,1
Clontarf Road,Kilcock,D90,2
Clontarf Road,Enfield,D91,3
Clontarf Road,Dublin Heuston,D2,1
Clontarf Road,Park West and Cherry Orchard,D2,1
Clontarf Road,Clondalkin Fonthill,D2,1
Clontarf Road,Kishoge,D2,1
Clontarf Road,Adamstown,D2,1
Clontarf Road,Hazelhatch and Celbridge,D2,1
Clontarf Road,Sallins and Naas,D90,1
Clontarf Road,Newbridge,D91,3
Clontarf Road,Kildare,D92,4
Dublin Connolly,Drogheda (MacBride),D91,3
Dublin Connolly,Laytown,D91,3
Dublin Connolly,Gormanston,D90,2
Dublin Connolly,Balbriggan,D90,2
Dublin Connolly,Skerries,D90,2
Dublin Connolly,Rush and Lusk,D2,1
Dublin Connolly,Donabate,D2,1
Dublin Connolly,Malahide,D2,1
Dublin Connolly,Portmarnock,D2,1
Dublin Connolly,Clongriffin,D2,1
Dublin Connolly,Howth,D2,1
Dublin Connolly,Sutton,D2,1
Dublin Connolly,Bayside,D2,1
Dublin Connolly,Howth Junction and Donaghmede,D2,1
Dublin Connolly,Kilbarrack,D2,1
Dublin Connolly,Raheny,D2,1
Dublin Connolly,Harmonstown,D2,1
Dublin Connolly,Killester,D2,1
Dublin Connolly,Clontarf Road,D1,1
Dublin Connolly,Tara Street,D1,1
Dublin Connolly,Dublin Pearse,D1,1
Dublin Connolly,Grand Canal Dock,D1,1
Dublin Connolly,Lansdowne Road,D1,1
Dublin Connolly,Sandymount,D1,1
Dublin Connolly,Sydney Parade,D2,1
Dublin Connolly,Booterstown,D2,1
Dublin Connolly,Blackrock,D2,1
Dublin Connolly,Seapoint,D2,1
Dublin Connolly,Salthill and Monkstown,D2,2
Dublin Connolly,Dun Laoghaire (Mallin),D2,1
Dublin Connolly,Sandycove and Glasthule,D2,1
Dublin Connolly,Glenageary,D2,1
Dublin Connolly,Dalkey,D2,1
Dublin Connolly,Killiney,D2,1
Dublin Connolly,Shankill,D2,1
Dublin Connolly,Bray (Daly),D2,1
Dublin Connolly,Greystones,D90,2
Dublin Connolly,Kilcoole,D90,2
Dublin Connolly,Wicklow,D91,3
Dublin Connolly,Rathdrum,D92,4
Dublin Connolly,Docklands,D2,1
Dublin Connolly,Drumcondra,D1,1
Dublin Connolly,Broombridge,D2,1
Dublin Connolly,Pelletstown,D2,1
Dublin Connolly,Ashtown,D2,1
Dublin Connolly,Navan Road Parkway,D2,1
Dublin Connolly,Castleknock,D2,1
Dublin Connolly,Coolmine,D2,1
Dublin Connolly,Clonsilla,D2,1
Dublin Connolly,Hansfield,D2,1
Dublin Connolly,Dunboyne,D2,1
Dublin Connolly,M3 Parkway,D2,1
Dublin Connolly,Leixlip(Confey),D2,1
Dublin Connolly,Leixlip(Louisa Bridge),D2,1
Dublin Connolly,Maynooth,D2,1
Dublin Connolly,Kilcock,D90,2
Dublin Connolly,Enfield,D91,3
Dublin Connolly,Dublin Heuston,D2,1
Dublin Connolly,Park West and Cherry Orchard,D2,1
Dublin Connolly,Clondalkin Fonthill,D2,1
Dublin Connolly,Kishoge,D2,1
Dublin Connolly,Adamstown,D2,1
Dublin Connolly,Hazelhatch and Celbridge,D2,1
Dublin Connolly,Sallins and Naas,D90,1
Dublin Connolly,Newbridge,D91,3
Dublin Connolly,Kildare,D92,4
Tara Street,Drogheda (MacBride),D91,3
Tara Street,Laytown,D91,3
Tara Street,Gormanston,D90,2
Tara Street,Balbriggan,D90,2
Tara Street,Skerries,D90,2
Tara Street,Rush and Lusk,D2,1
Tara Street,Donabate,D2,1
Tara Street,Malahide,D2,1
Tara Street,Portmarnock,D2,1
Tara Street,Clongriffin,D2,1
Tara Street,Howth,D2,1
Tara Street,Sutton,D2,1
Tara Street,Bayside,D2,1
Tara Street,Howth Junction and Donaghmede,D2,1
Tara Street,Kilbarrack,D2,1
Tara Street,Raheny,D2,1
Tara Street,Harmonstown,D2,1
Tara Street,Killester,D2,1
Tara Street,Clontarf Road,D1,1
Tara Street,Dublin Connolly,D1,1
Tara Street,Dublin Pearse,D1,1
Tara Street,Grand Canal Dock,D1,1
Tara Street,Lansdowne Road,D1,1
Tara Street,Sandymount,D1,1
Tara Street,Sydney Parade,D2,1
Tara Street,Booterstown,D2,1
Tara Street,Blackrock,D2,1
Tara Street,Seapoint,D2,1
Tara Street,Salthill and Monkstown,D2,2
Tara Street,Dun Laoghaire (Mallin),D2,1
Tara Street,Sandycove and Glasthule,D2,1
Tara Street,Glenageary,D2,1
Tara Street,Dalkey,D2,1
Tara Street,Killiney,D2,1
Tara Street,Shankill,D2,1
Tara Street,Bray (Daly),D2,1
Tara Street,Greystones,D90,2
Tara Street,Kilcoole,D90,2
Tara Street,Wicklow,D91,3
Tara Street,Rathdrum,D92,4
Tara Street,Docklands,D2,1
Tara Street,Drumcondra,D1,1
Tara Street,Broombridge,D2,1
Tara Street,Pelletstown,D2,1
Tara Street,Ashtown,D2,1
Tara Street,Navan Road Parkway,D2,1
Tara Street,Castleknock,D2,1
Tara Street,Coolmine,D2,1
Tara Street,Clonsilla,D2,1
Tara Street,Hansfield,D2,1
Tara Street,Dunboyne,D2,1
Tara Street,M3 Parkway,D2,1
Tara Street,Leixlip(Confey),D2,1
Tara Street,Leixlip(Louisa Bridge),D2,1
Tara Street,Maynooth,D2,1
Tara Street,Kilcock,D90,2
Tara Street,Enfield,D91,3
Tara Street,Dublin Heuston,D2,1
Tara Street,Park West and Cherry Orchard,D2,1
Tara Street,Clondalkin Fonthill,D2,1
Tara Street,Kishoge,D2,1
Tara Street,Adamstown,D2,1
Tara Street,Hazelhatch and Celbridge,D2,1
Tara Street,Sallins and Naas,D90,1
Tara Street,Newbridge,D91,3
Tara Street,Kildare,D92,4
Dublin Pearse,Drogheda (MacBride),D91,3
Dublin Pearse,Laytown,D91,3
Dublin Pearse,Gormanston,D90,2
Dublin Pearse,Balbriggan,D90,2
Dublin Pearse,Skerries,D90,2
Dublin Pearse,Rush and Lusk,D2,1
Dublin Pearse,Donabate,D2,1
Dublin Pearse,Malahide,D2,1
Dublin Pearse,Portmarnock,D2,1
Dublin Pearse,Clongriffin,D2,1
Dublin Pearse,Howth,D2,1
Dublin Pearse,Sutton,D2,1
Dublin Pearse,Bayside,D2,1
Dublin Pearse,Howth Junction and Donaghmede,D2,1
Dublin Pearse,Kilbarrack,D2,1
Dublin Pearse,Raheny,D2,1
Dublin Pearse,Harmonstown,D2,1
Dublin Pearse,Killester,D2,1
Dublin Pearse,Clontarf Road,D1,1
Dublin Pearse,Dublin Connolly,D1,1
Dublin Pearse,Tara Street,D1,1
Dublin Pearse,Grand Canal Dock,D1,1
Dublin Pearse,Lansdowne Road,D1,1
Dublin Pearse,Sandymount,D1,1
Dublin Pearse,Sydney Parade,D2,1
Dublin Pearse,Booterstown,D2,1
Dublin Pearse,Blackrock,D2,1
Dublin Pearse,Seapoint,D2,1
Dublin Pearse,Salthill and Monkstown,D2,2
Dublin Pearse,Dun Laoghaire (Mallin),D2,1
Dublin Pearse,Sandycove and Glasthule,D2,1
Dublin Pearse,Glenageary,D2,1
Dublin Pearse,Dalkey,D2,1
Dublin Pearse,Killiney,D2,1
Dublin Pearse,Shankill,D2,1
Dublin Pearse,Bray (Daly),D2,1
Dublin Pearse,Greystones,D90,2
Dublin Pearse,Kilcoole,D90,2
Dublin Pearse,Wicklow,D91,3
Dublin Pearse,Rathdrum,D92,4
Dublin Pearse,Docklands,D2,1
Dublin Pearse,Drumcondra,D1,1
Dublin Pearse,Broombridge,D2,1
Dublin Pearse,Pelletstown,D2,1
Dublin Pearse,Ashtown,D2,1
Dublin Pearse,Navan Road Parkway,D2,1
Dublin Pearse,Castleknock,D2,1
Dublin Pearse,Coolmine,D2,1
Dublin Pearse,Clonsilla,D2,1
Dublin Pearse,Hansfield,D2,1
Dublin Pearse,Dunboyne,D2,1
Dublin Pearse,M3 Parkway,D2,1
Dublin Pearse,Leixlip(Confey),D2,1
Dublin Pearse,Leixlip(Louisa Bridge),D2,1
Dublin Pearse,Maynooth,D2,1
Dublin Pearse,Kilcock,D90,2
Dublin Pearse,Enfield,D91,3
Dublin Pearse,Dublin Heuston,D2,1
Dublin Pearse,Park West and Cherry Orchard,D2,1
Dublin Pearse,Clondalkin Fonthill,D2,1
